Dataset,Solver,Timeout,Time,Size,Certificate
aa48,IC_2,10.0,1.0,17,"['0', '15', '17', '18', '19', '21', '23', '27', '3', '33', '34', '35', '37', '38', '40', '5', '6']"
aa49,IC_2,1.0,0.3,0,[]
aa49,IC_2,10.0,1.0,0,[]
aa50,IC_2,1.0,0.3,18,"['11', '18', '22', '23', '24', '29', '31', '33', '35', '39', '49', '5', '52', '53', '58', '59', '7', '8']"
aa50,IC_2,10.0,1.0,18,"['11', '18', '20', '22', '23', '24', '29', '31', '33', '35', '39', '49', '5', '52', '53', '58', '59', '7']"
aa51,IC_2,1.0,0.3,11,"['11', '17', '24', '3', '35', '41', '42', '43', '6', '7', '9']"
aa51,IC_2,10.0,1.0,11,"['1', '11', '24', '25', '3', '35', '41', '42', '6', '7', '9']"
aa52,IC_2,1.0,0.3,12,"['0', '1', '11', '12', '17', '18', '21', '24', '25', '29', '3', '30']"
aa52,IC_2,10.0,1.0,12,"['0', '1', '11', '12', '17', '18', '21', '24', '25', '29', '3', '30']"
aa53,IC_2,1.0,0.3,12,"['16', '24', '26', '27', '3', '31', '33', '34', '36', '38', '40', '42']"
aa53,IC_2,10.0,1.0,12,"['16', '24', '26', '27', '3', '31', '33', '34', '36', '38', '40', '42']"
aa54,IC_2,1.0,0.3,12,"['12', '15', '16', '18', '19', '20', '26', '29', '31', '35', '40', '42']"
aa54,IC_2,10.0,1.0,12,"['12', '15', '16', '18', '19', '20', '26', '29', '31', '35', '40', '42']"
j10,IC_2,1.0,0.3,3,"['0', '5', '8']"
j10,IC_2,10.0,1.0,3,"['0', '5', '8']"
j11,IC_2,1.0,0.3,5,"['17', '18', '19', '24', '25']"
j11,IC_2,10.0,1.0,5,"['17', '18', '19', '24', '25']"
j13,IC_2,1.0,0.3,4,"['17', '24', '29', '5']"
j13,IC_2,10.0,1.0,4,"['17', '24', '29', '5']"
j14,IC_2,1.0,0.3,3,"['1', '14', '15']"
j14,IC_2,10.0,1.0,3,"['1', '14', '15']"
j15,IC_2,1.0,0.3,0,[]
j15,IC_2,10.0,1.0,0,[]
j16,IC_2,1.0,0.3,0,[]
j16,IC_2,10.0,1.0,0,[]
j17,IC_2,1.0,0.3,10,"['11', '15', '2', '21', '23', '25', '27', '4', '8', '9']"
j17,IC_2,10.0,1.0,10,"['11', '15', '2', '21', '23', '25', '27', '4', '8', '9']"
j18,IC_2,1.0,0.3,9,"['11', '18', '2', '3', '42', '45', '46', '6', '9']"
j18,IC_2,10.0,1.0,9,"['11', '18', '2', '3', '42', '45', '46', '6', '9']"
j19,IC_2,1.0,0.3,3,"['10', '11', '14']"
j19,IC_2,10.0,1.0,3,"['10', '11', '14']"
j20,IC_2,1.0,0.3,0,[]
j20,IC_2,10.0,1.0,0,[]
j21,IC_2,1.0,0.3,2,"['4', '7']"
j21,IC_2,10.0,1.0,2,"['4', '7']"
j22,IC_2,1.0,0.3,9,"['26', '35', '37', '38', '39', '40', '41', '43', '44']"
j22,IC_2,10.0,1.0,9,"['26', '35', '37', '38', '39', '40', '41', '43', '44']"
j23,IC_2,1.0,0.4,19,"['1', '14', '15', '2', '20', '21', '26', '3', '30', '31', '33', '38', '39', '41', '42', '49', '5', '8', '9']"
j23,IC_2,10.0,1.1,19,"['1', '14', '15', '2', '20', '21', '26', '3', '30', '31', '33', '38', '39', '41', '42', '49', '5', '8', '9']"
j24,IC_2,1.0,0.3,3,"['20', '35', '40']"
j24,IC_2,10.0,1.0,3,"['20', '35', '40']"
j25,IC_2,1.0,0.3,0,[]
j25,IC_2,10.0,1.0,0,[]
j26,IC_2,1.0,0.3,6,"['21', '24', '27', '3', '4', '5']"
j26,IC_2,10.0,1.0,6,"['21', '24', '27', '3', '4', '5']"
j28,IC_2,1.0,0.3,13,"['10', '12', '38', '39', '40', '41', '42', '43', '44', '5', '52', '8', '9']"
j28,IC_2,10.0,1.0,13,"['10', '12', '38', '39', '40', '41', '42', '43', '44', '5', '52', '8', '9']"
gka_1,IC_2,1.0,0.3,9,"['15', '22', '23', '3', '38', '4', '43', '7', '9']"
gka_1,IC_2,10.0,1.0,9,"['15', '22', '23', '3', '38', '4', '43', '7', '9']"
gka_2,IC_2,1.0,1.0,16,"['15', '19', '2', '22', '27', '3', '30', '31', '33', '35', '36', '38', '44', '51', '56', '9']"
gka_2,IC_2,10.0,2.2,16,"['15', '19', '2', '22', '27', '3', '30', '31', '33', '35', '36', '38', '44', '51', '56', '9']"
gka_3,IC_2,1.0,1.0,23,"['19', '22', '24', '29', '35', '38', '45', '46', '47', '52', '56', '57', '59', '60', '61', '67', '54', '43', '1', '16', '7', '18', '51']"
gka_3,IC_2,10.0,10.0,23,"['10', '15', '19', '23', '24', '29', '3', '38', '45', '46', '47', '49', '52', '54', '57', '59', '60', '61', '64', '69', '9', '25', '20']"
gka_4,IC_2,1.0,1.0,30,"['10', '15', '17', '2', '22', '24', '40', '43', '50', '57', '62', '65', '67', '68', '69', '76', '9', '53', '49', '71', '28', '37', '70', '19', '61', '72', '36', '46', '30', '5']"
gka_4,IC_2,10.0,10.0,30,"['10', '15', '17', '2', '22', '24', '40', '43', '49', '50', '53', '57', '62', '65', '67', '68', '69', '71', '76', '9', '28', '37', '70', '19', '61', '72', '36', '46', '30', '5']"
gka_5,IC_2,1.0,1.0,22,"['0', '11', '12', '13', '14', '16', '21', '22', '25', '26', '28', '35', '40', '42', '43', '44', '46', '47', '48', '49', '6', '38']"
gka_5,IC_2,10.0,3.4,22,"['0', '11', '12', '13', '14', '16', '21', '22', '25', '26', '28', '35', '38', '40', '42', '43', '44', '46', '47', '48', '49', '6']"
gka_6,IC_2,1.0,0.3,16,"['0', '15', '16', '17', '18', '19', '2', '22', '23', '24', '25', '28', '4', '5', '6', '9']"
gka_6,IC_2,10.0,1.0,16,"['0', '15', '16', '17', '18', '19', '2', '22', '23', '24', '25', '28', '4', '5', '6', '9']"
gka_7,IC_2,1.0,0.3,18,"['0', '1', '11', '12', '13', '14', '15', '2', '21', '23', '24', '27', '28', '29', '5', '6', '8', '9']"
gka_7,IC_2,10.0,1.0,18,"['0', '1', '11', '12', '13', '14', '15', '2', '21', '23', '24', '27', '28', '29', '5', '6', '8', '9']"
gka_8,IC_2,1.0,1.0,32,"['12', '13', '15', '25', '26', '31', '41', '55', '60', '79', '86', '9', '92', '93', '94', '95', '20', '4', '98', '59', '81', '53', '51', '63', '23', '90', '36', '85', '89', '18', '3', '75']"
gka_8,IC_2,10.0,10.0,32,"['12', '13', '15', '20', '25', '26', '31', '4', '41', '55', '60', '79', '86', '9', '92', '93', '94', '95', '98', '59', '81', '53', '51', '63', '23', '90', '36', '85', '89', '18', '3', '75']"
gka_9,IC_2,1.0,0.3,2,"['4', '5']"
gka_9,IC_2,10.0,1.0,2,"['4', '5']"
gka_10,IC_2,1.0,0.3,8,"['0', '10', '11', '3', '4', '6', '8', '9']"
gka_10,IC_2,10.0,1.0,8,"['0', '10', '11', '3', '4', '6', '8', '9']"
gka_11,IC_2,1.0,0.3,10,"['0', '1', '10', '12', '2', '4', '5', '6', '7', '8']"
gka_11,IC_2,10.0,1.0,10,"['0', '1', '10', '12', '2', '4', '5', '6', '7', '8']"
gka_12,IC_2,1.0,0.3,20,"['0', '1', '10', '11', '12', '13', '14', '16', '17', '18', '19', '20', '21', '22', '23', '3', '4', '5', '6', '7']"
gka_12,IC_2,10.0,1.0,20,"['0', '1', '10', '11', '12', '13', '14', '16', '17', '18', '19', '20', '21', '22', '23', '3', '4', '5', '6', '7']"
gka_13,IC_2,1.0,0.3,16,"['0', '1', '10', '11', '12', '14', '16', '17', '18', '2', '3', '4', '5', '6', '8', '9']"
gka_13,IC_2,10.0,1.0,16,"['0', '1', '10', '11', '12', '14', '16', '17', '18', '2', '3', '4', '5', '6', '8', '9']"
gka_14,IC_2,1.0,0.3,22,"['0', '1', '10', '11', '12', '13', '15', '16', '17', '18', '2', '21', '22', '23', '24', '25', '4', '5', '6', '7', '8', '9']"
gka_14,IC_2,10.0,1.0,22,"['0', '1', '10', '11', '12', '13', '15', '16', '17', '18', '2', '21', '22', '23', '24', '25', '4', '5', '6', '7', '8', '9']"
gka_15,IC_2,1.0,0.3,0,[]
gka_15,IC_2,10.0,1.0,0,[]
gka_16,IC_2,1.0,0.3,0,[]
gka_16,IC_2,10.0,1.0,0,[]
gka_17,IC_2,1.0,0.3,0,[]
gka_17,IC_2,10.0,1.0,0,[]
gka_18,IC_2,1.0,0.3,2,"['0', '6']"
gka_18,IC_2,10.0,1.0,2,"['0', '6']"
gka_19,IC_2,1.0,0.3,31,"['0', '1', '12', '13', '14', '15', '17', '18', '2', '21', '22', '24', '25', '26', '27', '28', '29', '3', '30', '32', '33', '34', '35', '36', '38', '4', '5', '6', '7', '8', '9']"
gka_19,IC_2,10.0,1.0,31,"['0', '1', '12', '13', '14', '15', '17', '18', '2', '21', '22', '24', '25', '26', '27', '28', '29', '3', '30', '32', '33', '34', '35', '36', '38', '4', '5', '6', '7', '8', '9']"
gka_20,IC_2,1.0,0.5,39,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '2', '20', '22', '23', '24', '26', '27', '28', '29', '3', '31', '32', '34', '35', '36', '37', '38', '4', '40', '41', '42', '44', '46', '47', '48', '49', '6', '8', '9']"
gka_20,IC_2,10.0,1.2,39,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '2', '20', '22', '23', '24', '26', '27', '28', '29', '3', '31', '32', '34', '35', '36', '37', '38', '4', '40', '41', '42', '44', '46', '47', '48', '49', '6', '8', '9']"
gka_21,IC_2,1.0,1.0,41,"['0', '1', '10', '17', '18', '2', '20', '24', '25', '27', '28', '29', '3', '31', '33', '34', '35', '39', '41', '43', '47', '48', '49', '50', '52', '53', '54', '55', '59', '6', '7', '11', '22', '4', '8', '56', '21', '42', '30', '9', '5']"
gka_21,IC_2,10.0,10.0,41,"['0', '1', '10', '11', '17', '18', '2', '20', '21', '22', '24', '25', '27', '28', '29', '3', '31', '33', '34', '35', '39', '4', '41', '42', '43', '47', '48', '49', '50', '52', '53', '54', '55', '56', '59', '6', '7', '8', '30', '9', '5']"
gka_22,IC_2,1.0,1.0,46,"['0', '1', '11', '16', '19', '20', '29', '3', '30', '31', '33', '34', '35', '37', '41', '42', '46', '49', '5', '51', '52', '57', '59', '61', '64', '66', '67', '68', '28', '8', '21', '36', '62', '22', '15', '18', '38', '10', '50', '25', '17', '2', '54', '60', '24', '44']"
gka_22,IC_2,10.0,10.0,45,"['0', '1', '11', '13', '16', '19', '20', '21', '22', '29', '3', '30', '33', '34', '35', '36', '37', '39', '4', '41', '42', '43', '46', '49', '51', '52', '57', '58', '61', '64', '66', '67', '68', '8', '69', '9', '38', '18', '27', '2', '15', '14', '60', '45', '44']"
gka_23,IC_2,1.0,1.0,47,"['10', '11', '18', '22', '23', '26', '27', '3', '31', '35', '37', '39', '4', '44', '49', '51', '55', '58', '6', '64', '69', '78', '8', '60', '52', '33', '53', '71', '54', '15', '67', '14', '57', '38', '30', '45', '42', '32', '74', '79', '13', '21', '59', '68', '73', '17', '50']"
gka_23,IC_2,10.0,10.0,46,"['10', '11', '15', '18', '22', '26', '27', '3', '31', '32', '33', '35', '37', '39', '4', '44', '49', '51', '54', '55', '58', '6', '60', '67', '69', '71', '78', '8', '38', '30', '64', '57', '52', '47', '34', '45', '42', '74', '79', '13', '21', '73', '68', '59', '56', '17']"
gka_24,IC_2,1.0,1.0,38,"['2', '24', '25', '34', '36', '38', '39', '42', '47', '53', '55', '59', '62', '67', '72', '82', '83', '40', '75', '69', '46', '22', '70', '58', '19', '35', '51', '49', '43', '80', '86', '1', '79', '64', '4', '14', '73', '76']"
gka_24,IC_2,10.0,10.0,38,"['2', '24', '25', '34', '36', '38', '39', '40', '42', '46', '47', '53', '55', '59', '62', '67', '69', '72', '75', '82', '83', '22', '70', '58', '19', '35', '51', '49', '43', '80', '86', '1', '79', '64', '4', '14', '73', '76']"
gka_25,IC_2,1.0,1.0,44,"['12', '17', '19', '26', '31', '32', '4', '42', '49', '5', '53', '60', '79', '81', '83', '94', '96', '65', '98', '44', '18', '82', '27', '35', '74', '50', '11', '2', '55', '0', '59', '85', '16', '6', '1', '45', '87', '9', '57', '21', '71', '54', '61', '63']"
gka_25,IC_2,10.0,10.0,44,"['12', '17', '18', '19', '26', '31', '32', '4', '42', '44', '49', '5', '53', '60', '65', '79', '81', '83', '94', '96', '98', '82', '27', '35', '74', '50', '11', '2', '55', '0', '59', '85', '16', '6', '1', '45', '87', '9', '57', '21', '71', '54', '61', '63']"
gka_26,IC_2,1.0,1.0,44,"['10', '12', '13', '14', '23', '28', '3', '43', '48', '57', '63', '64', '68', '7', '70', '93', '95', '6', '37', '45', '54', '81', '87', '97', '2', '78', '71', '76', '38', '79', '59', '55', '65', '40', '74', '99', '56', '34', '9', '41', '72', '29', '58', '92']"
gka_26,IC_2,10.0,10.0,44,"['10', '12', '13', '14', '23', '28', '3', '37', '43', '45', '48', '54', '57', '6', '63', '64', '68', '7', '70', '93', '95', '81', '87', '97', '2', '78', '71', '76', '38', '79', '59', '55', '65', '40', '74', '99', '56', '34', '9', '41', '72', '29', '58', '92']"
gka_27,IC_2,1.0,1.0,63,"['11', '13', '15', '16', '17', '19', '20', '23', '26', '36', '41', '42', '47', '48', '52', '53', '54', '6', '63', '66', '68', '84', '9', '99', '74', '28', '45', '32', '10', '37', '31', '29', '94', '51', '87', '2', '46', '49', '60', '78', '67', '85', '21', '8', '89', '58', '12', '75', '81', '91', '25', '3', '14', '97', '57', '72', '30', '92', '56', '44', '73', '76', '65']"
gka_27,IC_2,10.0,10.0,63,"['10', '11', '13', '15', '16', '17', '19', '20', '23', '26', '28', '32', '36', '37', '41', '42', '45', '47', '48', '52', '53', '54', '6', '63', '66', '68', '74', '84', '9', '99', '31', '29', '94', '51', '87', '2', '46', '49', '60', '78', '67', '85', '21', '8', '89', '58', '12', '75', '81', '91', '25', '3', '14', '97', '57', '72', '30', '92', '56', '44', '73', '76', '65']"
gka_28,IC_2,1.0,1.0,72,"['0', '12', '17', '18', '21', '3', '34', '36', '41', '42', '43', '45', '51', '52', '56', '57', '6', '60', '62', '65', '67', '73', '74', '75', '76', '85', '93', '99', '55', '53', '64', '58', '70', '30', '95', '47', '48', '50', '66', '8', '9', '71', '2', '97', '63', '69', '92', '24', '39', '91', '14', '81', '82', '19', '25', '87', '22', '4', '40', '77', '72', '28', '15', '1', '68', '79', '54', '29', '96', '31', '32', '7']"
gka_28,IC_2,10.0,10.0,72,"['0', '12', '17', '18', '21', '3', '34', '36', '41', '42', '43', '45', '51', '52', '53', '55', '56', '57', '58', '6', '60', '62', '64', '65', '67', '70', '73', '74', '75', '76', '85', '93', '99', '30', '95', '47', '48', '50', '66', '8', '9', '71', '2', '97', '63', '69', '92', '24', '39', '91', '14', '81', '82', '19', '25', '87', '22', '4', '40', '77', '72', '28', '15', '1', '68', '79', '54', '29', '96', '31', '32', '7']"
gka_29,IC_2,1.0,1.0,77,"['13', '14', '15', '19', '21', '22', '23', '24', '25', '29', '3', '33', '38', '39', '40', '41', '42', '44', '45', '48', '49', '54', '55', '59', '6', '61', '64', '66', '71', '72', '84', '85', '90', '92', '99', '74', '81', '91', '97', '43', '69', '5', '75', '28', '50', '82', '83', '65', '78', '67', '17', '1', '32', '35', '58', '16', '76', '12', '51', '88', '8', '34', '26', '63', '80', '86', '10', '62', '27', '2', '7', '70', '93', '53', '79', '4', '77']"
gka_29,IC_2,10.0,10.0,77,"['13', '14', '15', '19', '21', '22', '23', '24', '25', '28', '29', '3', '33', '38', '39', '40', '41', '42', '43', '44', '45', '48', '49', '5', '54', '55', '59', '6', '61', '64', '66', '69', '71', '72', '74', '75', '81', '84', '85', '90', '91', '92', '97', '99', '50', '82', '83', '65', '78', '67', '17', '1', '32', '35', '58', '16', '76', '12', '51', '88', '8', '34', '26', '63', '80', '86', '10', '62', '27', '2', '7', '70', '93', '53', '79', '4', '77']"
gka_30,IC_2,1.0,1.0,83,"['0', '10', '12', '16', '18', '20', '21', '22', '24', '26', '29', '31', '33', '34', '35', '36', '37', '38', '39', '43', '46', '49', '51', '53', '54', '56', '58', '59', '68', '7', '71', '75', '76', '8', '81', '82', '85', '88', '93', '96', '98', '13', '30', '50', '61', '78', '79', '97', '73', '87', '40', '57', '48', '95', '1', '70', '15', '55', '17', '6', '92', '74', '89', '64', '14', '32', '42', '28', '60', '72', '86', '80', '9', '47', '45', '91', '3', '25', '4', '27', '23', '66', '62']"
gka_30,IC_2,10.0,10.0,83,"['0', '1', '10', '12', '13', '16', '18', '20', '21', '22', '24', '26', '29', '30', '31', '33', '34', '35', '36', '37', '38', '39', '40', '43', '46', '48', '49', '50', '51', '53', '54', '56', '57', '58', '59', '61', '68', '7', '70', '71', '73', '75', '76', '78', '79', '8', '81', '82', '85', '87', '88', '93', '95', '96', '97', '98', '15', '55', '17', '6', '92', '74', '89', '64', '14', '32', '42', '28', '60', '72', '86', '80', '9', '47', '45', '91', '3', '25', '4', '27', '23', '66', '62']"
gka_31,IC_2,1.0,1.0,86,"['1', '11', '12', '13', '15', '16', '19', '2', '21', '22', '24', '25', '26', '28', '3', '30', '33', '34', '35', '38', '4', '40', '41', '43', '44', '45', '49', '52', '54', '55', '60', '63', '65', '66', '67', '69', '71', '74', '75', '77', '78', '80', '82', '85', '87', '89', '90', '91', '93', '94', '95', '98', '99', '5', '6', '39', '64', '0', '88', '8', '50', '76', '48', '83', '61', '46', '86', '37', '7', '51', '92', '62', '70', '47', '36', '72', '20', '97', '9', '59', '58', '96', '68', '53', '57', '14']"
gka_31,IC_2,10.0,10.0,86,"['0', '1', '11', '12', '13', '15', '16', '19', '2', '21', '22', '24', '25', '26', '28', '3', '30', '33', '34', '35', '37', '38', '39', '4', '40', '41', '43', '44', '45', '46', '48', '49', '5', '50', '52', '54', '55', '6', '60', '61', '63', '64', '65', '66', '67', '69', '71', '74', '75', '76', '77', '78', '8', '80', '82', '83', '85', '86', '87', '88', '89', '90', '91', '93', '94', '95', '98', '99', '7', '51', '92', '62', '70', '47', '36', '72', '20', '97', '9', '59', '58', '96', '68', '53', '57', '14']"
gka_32,IC_2,1.0,1.0,89,"['0', '10', '11', '12', '14', '15', '16', '17', '18', '20', '21', '22', '24', '25', '28', '29', '30', '31', '32', '34', '36', '38', '39', '40', '41', '43', '44', '45', '46', '47', '48', '54', '55', '6', '61', '62', '65', '66', '67', '68', '69', '73', '74', '75', '77', '78', '8', '80', '81', '83', '84', '87', '88', '9', '90', '91', '93', '94', '95', '96', '97', '99', '58', '71', '4', '13', '27', '82', '63', '33', '5', '70', '72', '85', '76', '92', '7', '1', '3', '56', '89', '49', '35', '86', '98', '26', '64', '52', '60']"
gka_32,IC_2,10.0,10.0,88,"['0', '10', '11', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '25', '26', '27', '28', '3', '30', '32', '34', '35', '36', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '48', '5', '50', '51', '53', '54', '55', '56', '57', '59', '6', '61', '62', '63', '65', '66', '68', '69', '7', '70', '71', '72', '73', '75', '76', '77', '8', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '9', '90', '91', '92', '93', '94', '95', '96', '97', '98', '99', '64', '52', '79', '29', '60', '37']"
gka_33,IC_2,1.0,1.0,90,"['0', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '26', '27', '28', '29', '3', '30', '31', '32', '34', '35', '36', '37', '38', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '51', '53', '54', '58', '59', '6', '60', '61', '62', '63', '64', '65', '66', '67', '70', '71', '72', '73', '74', '75', '76', '77', '78', '8', '80', '81', '82', '84', '85', '86', '87', '9', '90', '91', '94', '95', '96', '97', '99', '93', '33', '88', '25', '69', '89', '1', '83', '24', '92', '57', '56']"
gka_33,IC_2,10.0,3.1,90,"['0', '1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '51', '53', '54', '56', '57', '58', '59', '6', '60', '61', '62', '63', '64', '65', '66', '67', '69', '70', '71', '72', '73', '74', '75', '76', '77', '78', '8', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '9', '90', '91', '92', '93', '94', '95', '96', '97', '99']"
gka_34,IC_2,1.0,0.5,92,"['0', '1', '10', '11', '13', '14', '15', '16', '18', '19', '2', '20', '21', '22', '23', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '7', '70', '71', '72', '73', '74', '77', '78', '79', '8', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '9', '90', '91', '92', '93', '94', '95', '96', '98', '99']"
gka_34,IC_2,10.0,1.2,92,"['0', '1', '10', '11', '13', '14', '15', '16', '18', '19', '2', '20', '21', '22', '23', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '7', '70', '71', '72', '73', '74', '77', '78', '79', '8', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '9', '90', '91', '92', '93', '94', '95', '96', '98', '99']"
gka_35,IC_2,1.0,0.3,0,[]
gka_35,IC_2,10.0,1.0,0,[]
bqp50_1,IC_2,1.0,0.3,11,"['13', '14', '30', '32', '33', '37', '38', '47', '49', '5', '6']"
bqp50_1,IC_2,10.0,1.0,11,"['13', '14', '30', '32', '33', '37', '38', '47', '49', '5', '6']"
bqp50_2,IC_2,1.0,0.3,11,"['20', '21', '27', '28', '30', '31', '33', '4', '44', '46', '5']"
bqp50_2,IC_2,10.0,1.0,11,"['15', '21', '27', '30', '31', '33', '34', '38', '43', '5', '9']"
bqp50_3,IC_2,1.0,0.5,14,"['0', '10', '14', '22', '26', '31', '39', '40', '41', '42', '43', '5', '8', '9']"
bqp50_3,IC_2,10.0,1.1,14,"['0', '10', '14', '22', '26', '31', '39', '40', '41', '42', '43', '5', '8', '9']"
bqp50_4,IC_2,1.0,0.3,11,"['13', '14', '17', '19', '20', '23', '36', '41', '42', '45', '7']"
bqp50_4,IC_2,10.0,1.0,11,"['13', '14', '17', '19', '20', '23', '36', '41', '42', '45', '7']"
bqp50_5,IC_2,1.0,0.3,13,"['17', '2', '26', '29', '31', '32', '33', '35', '37', '47', '48', '49', '9']"
bqp50_5,IC_2,10.0,1.0,13,"['17', '2', '26', '29', '31', '32', '33', '35', '37', '47', '48', '49', '9']"
bqp50_6,IC_2,1.0,0.3,9,"['11', '16', '20', '21', '22', '23', '37', '6', '8']"
bqp50_6,IC_2,10.0,1.0,9,"['11', '16', '20', '21', '22', '23', '37', '6', '8']"
bqp50_7,IC_2,1.0,0.3,9,"['1', '13', '14', '15', '16', '23', '39', '43', '47']"
bqp50_7,IC_2,10.0,1.0,9,"['1', '13', '14', '15', '16', '23', '39', '43', '47']"
bqp50_8,IC_2,1.0,0.7,14,"['0', '12', '14', '16', '17', '19', '24', '25', '26', '29', '35', '37', '5', '8']"
bqp50_8,IC_2,10.0,1.4,14,"['0', '12', '14', '16', '17', '19', '24', '25', '26', '29', '35', '37', '5', '8']"
bqp50_9,IC_2,1.0,0.3,12,"['0', '10', '14', '15', '17', '20', '23', '27', '29', '34', '37', '41']"
bqp50_9,IC_2,10.0,1.1,12,"['0', '10', '14', '15', '17', '20', '23', '27', '29', '34', '37', '41']"
bqp50_10,IC_2,1.0,0.3,11,"['0', '12', '18', '2', '24', '26', '29', '30', '39', '41', '6']"
bqp50_10,IC_2,10.0,1.0,11,"['0', '12', '18', '2', '24', '26', '29', '30', '39', '41', '6']"
bqp100_1,IC_2,1.0,1.0,43,"['10', '13', '19', '26', '27', '36', '39', '46', '52', '57', '67', '71', '72', '73', '88', '91', '98', '99', '4', '34', '12', '60', '17', '23', '47', '80', '61', '1', '29', '31', '54', '89', '90', '62', '2', '14', '93', '83', '6', '53', '65', '79', '9']"
bqp100_1,IC_2,10.0,10.0,43,"['10', '12', '13', '19', '26', '27', '34', '36', '39', '4', '46', '52', '57', '67', '71', '72', '73', '88', '91', '98', '99', '60', '17', '23', '47', '80', '61', '1', '29', '31', '54', '89', '90', '62', '2', '14', '93', '83', '6', '53', '65', '79', '9']"
bqp100_2,IC_2,1.0,1.0,43,"['11', '13', '2', '21', '22', '26', '3', '40', '48', '51', '56', '59', '66', '69', '71', '72', '74', '75', '85', '96', '31', '34', '14', '47', '68', '41', '87', '27', '76', '12', '99', '94', '16', '98', '28', '93', '73', '45', '29', '7', '54', '20', '23']"
bqp100_2,IC_2,10.0,10.0,43,"['11', '13', '2', '21', '22', '26', '3', '31', '34', '40', '48', '51', '56', '59', '66', '69', '71', '72', '74', '75', '85', '96', '14', '47', '68', '41', '87', '27', '76', '12', '99', '94', '16', '98', '28', '93', '73', '45', '29', '7', '54', '20', '23']"
bqp100_3,IC_2,1.0,1.0,44,"['1', '18', '23', '25', '31', '33', '34', '36', '46', '47', '50', '53', '58', '63', '65', '9', '98', '52', '10', '56', '57', '74', '76', '40', '19', '39', '59', '6', '20', '71', '82', '86', '38', '35', '77', '8', '60', '0', '26', '81', '45', '22', '73', '43']"
bqp100_3,IC_2,10.0,10.0,44,"['1', '10', '18', '23', '25', '31', '33', '34', '36', '46', '47', '50', '52', '53', '56', '57', '58', '63', '65', '9', '98', '74', '76', '40', '19', '39', '59', '6', '20', '71', '82', '86', '38', '35', '77', '8', '60', '0', '26', '81', '45', '22', '73', '43']"
bqp100_4,IC_2,1.0,1.0,42,"['23', '3', '32', '4', '42', '44', '45', '48', '58', '6', '66', '70', '75', '79', '81', '85', '94', '8', '22', '99', '46', '61', '10', '37', '97', '24', '35', '11', '54', '86', '43', '20', '34', '21', '36', '14', '68', '73', '64', '92', '30', '69']"
bqp100_4,IC_2,10.0,10.0,42,"['22', '23', '3', '32', '4', '42', '44', '45', '48', '58', '6', '66', '70', '75', '79', '8', '81', '85', '94', '99', '46', '61', '10', '37', '97', '24', '35', '11', '54', '86', '43', '20', '34', '21', '36', '14', '68', '73', '64', '92', '30', '69']"
bqp100_5,IC_2,1.0,1.0,43,"['0', '14', '15', '18', '19', '27', '3', '32', '33', '34', '42', '45', '55', '63', '77', '87', '91', '96', '94', '51', '38', '26', '41', '52', '61', '20', '6', '12', '29', '78', '2', '25', '56', '48', '68', '57', '84', '70', '88', '76', '99', '60', '21']"
bqp100_5,IC_2,10.0,10.0,43,"['0', '14', '15', '18', '19', '27', '3', '32', '33', '34', '38', '42', '45', '51', '55', '63', '77', '87', '91', '94', '96', '26', '41', '52', '61', '20', '6', '12', '29', '78', '2', '25', '56', '48', '68', '57', '84', '70', '88', '76', '99', '60', '21']"
bqp100_6,IC_2,1.0,1.0,45,"['0', '13', '18', '2', '30', '4', '48', '50', '53', '55', '66', '68', '72', '73', '8', '83', '9', '97', '63', '14', '34', '82', '76', '64', '15', '96', '56', '59', '1', '33', '45', '17', '93', '52', '10', '67', '98', '99', '25', '44', '90', '94', '47', '46', '43']"
